State (FIPS Code),County of current residence,Census Tract,Block Group,Qualifying Name,FIPS,Civilian Population in Labor Force 16 Years and Over:,Civilian Population in Labor Force 16 Years and Over: Employed,Civilian Population in Labor Force 16 Years and Over: Unemployed,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty,Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level
Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_QName,Geo_FIPS,SE_A17005_001,SE_A17005_002,SE_A17005_003,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003
09,001,042500,2,"Block Group 2, Census Tract 425, Fairfield County, Connecticut",090010425002,794,794,0,978,15,318,203,233,163,46,0,1332,1332,892,280,0,0,15,16,129,1332,1280,875,280,0,0,15,0,110,52,17,0,0,0,0,16,19,,,
09,001,042500,3,"Block Group 3, Census Tract 425, Fairfield County, Connecticut",090010425003,426,405,21,613,17,76,194,192,84,50,0,783,783,739,0,0,5,0,0,39,783,763,719,0,0,5,0,0,39,20,20,0,0,0,0,0,0,,,
09,001,042600,1,"Block Group 1, Census Tract 426, Fairfield County, Connecticut",090010426001,734,724,10,924,8,322,129,209,123,130,3,1073,1073,957,82,0,13,0,0,21,1073,1052,957,82,0,13,0,0,0,21,0,0,0,0,0,0,21,,,
09,001,042600,2,"Block Group 2, Census Tract 426, Fairfield County, Connecticut",090010426002,480,403,77,621,48,157,147,193,64,7,5,953,953,709,96,0,120,0,0,28,953,953,709,96,0,120,0,0,28,0,0,0,0,0,0,0,0,,,
09,001,042600,3,"Block Group 3, Census Tract 426, Fairfield County, Connecticut",090010426003,584,535,49,646,55,67,81,184,221,17,21,914,914,760,55,0,60,0,0,39,914,822,668,55,0,60,0,0,39,92,92,0,0,0,0,0,0,,,
09,001,042600,4,"Block Group 4, Census Tract 426, Fairfield County, Connecticut",090010426004,1151,1151,0,1301,110,392,373,238,188,0,0,1661,1661,939,429,0,144,0,0,149,1661,1196,623,429,0,144,0,0,0,465,316,0,0,0,0,0,149,,,
09,001,042700,1,"Block Group 1, Census Tract 427, Fairfield County, Connecticut",090010427001,830,798,32,1056,212,190,251,232,144,17,10,1533,1533,749,32,0,104,0,99,549,1533,804,639,32,0,104,0,0,29,729,110,0,0,0,0,99,520,,,
09,001,042700,2,"Block Group 2, Census Tract 427, Fairfield County, Connecticut",090010427002,794,779,15,988,50,74,347,206,281,30,0,1242,1242,754,332,0,104,0,10,42,1242,1208,730,332,0,104,0,0,42,34,24,0,0,0,0,10,0,,,
09,001,042700,3,"Block Group 3, Census Tract 427, Fairfield County, Connecticut",090010427003,1187,1118,69,1340,19,262,233,383,284,122,37,1477,1477,898,149,0,321,0,4,105,1477,1376,879,149,0,321,0,0,27,101,19,0,0,0,0,4,78,,,
09,001,042700,4,"Block Group 4, Census Tract 427, Fairfield County, Connecticut",090010427004,689,624,65,1051,209,164,333,136,165,16,28,1334,1334,1226,0,21,0,19,53,15,1334,930,930,0,0,0,0,0,0,404,296,0,21,0,19,53,15,,,
09,001,042800,1,"Block Group 1, Census Tract 428, Fairfield County, Connecticut",090010428001,858,797,61,1221,32,359,214,289,258,50,19,1779,1779,1433,184,0,40,0,19,103,1779,1517,1312,128,0,40,0,0,37,262,121,56,0,0,0,19,66,,,
09,001,042800,2,"Block Group 2, Census Tract 428, Fairfield County, Connecticut",090010428002,753,743,10,1037,78,193,354,232,133,20,27,1254,1254,879,180,0,36,0,67,92,1254,1047,830,180,0,36,0,1,0,207,49,0,0,0,0,66,92,,,
09,001,042800,3,"Block Group 3, Census Tract 428, Fairfield County, Connecticut",090010428003,1185,1058,127,1362,134,206,454,352,161,35,20,1996,1996,1492,251,0,91,0,5,157,1996,1606,1293,251,0,25,0,0,37,390,199,0,0,66,0,5,120,,,
09,001,042900,1,"Block Group 1, Census Tract 429, Fairfield County, Connecticut",090010429001,584,537,47,774,41,127,56,289,190,52,19,957,957,857,65,0,3,0,0,32,957,867,767,65,0,3,0,0,32,90,90,0,0,0,0,0,0,,,
09,001,042900,2,"Block Group 2, Census Tract 429, Fairfield County, Connecticut",090010429002,395,375,20,480,0,31,81,194,123,51,0,662,662,647,0,0,0,0,0,15,662,633,618,0,0,0,0,0,15,29,29,0,0,0,0,0,0,,,
09,001,043000,1,"Block Group 1, Census Tract 430, Fairfield County, Connecticut",090010430001,670,660,10,879,36,162,250,225,163,32,11,1106,1106,831,33,0,10,0,8,224,1106,915,831,33,0,10,0,8,33,191,0,0,0,0,0,0,191,,,
09,001,043000,2,"Block Group 2, Census Tract 430, Fairfield County, Connecticut",090010430002,586,559,27,760,288,99,240,77,41,5,10,1038,1038,239,280,0,0,0,457,62,1038,519,239,268,0,0,0,0,12,519,0,12,0,0,0,457,50,,,
09,001,043000,3,"Block Group 3, Census Tract 430, Fairfield County, Connecticut",090010430003,596,577,19,744,58,67,214,281,92,32,0,1053,1053,912,55,0,32,0,7,47,1053,759,656,55,0,32,0,0,16,294,256,0,0,0,0,7,31,,,
09,001,043100,1,"Block Group 1, Census Tract 431, Fairfield County, Connecticut",090010431001,993,891,102,1497,144,211,126,516,346,145,9,2357,2357,1989,186,0,121,0,0,61,2357,2129,1838,186,0,101,0,0,4,228,151,0,0,20,0,0,57,,,
09,001,043100,2,"Block Group 2, Census Tract 431, Fairfield County, Connecticut",090010431002,641,597,44,1059,23,116,323,351,182,64,0,1415,1415,1039,79,0,100,0,1,196,1415,1375,1017,62,0,100,0,1,195,40,22,17,0,0,0,0,1,,,
09,001,043100,3,"Block Group 3, Census Tract 431, Fairfield County, Connecticut",090010431003,27,27,0,40,0,0,26,12,1,0,1,40,40,26,0,0,0,0,0,14,40,14,14,0,0,0,0,0,0,26,12,0,0,0,0,0,14,,,
09,001,043100,4,"Block Group 4, Census Tract 431, Fairfield County, Connecticut",090010431004,322,294,28,560,50,74,88,187,107,28,26,784,784,517,149,0,79,0,22,17,784,615,493,38,0,79,0,5,0,169,24,111,0,0,0,17,17,,,
09,001,043200,1,"Block Group 1, Census Tract 432, Fairfield County, Connecticut",090010432001,1285,1200,85,2078,689,350,330,317,334,35,23,2501,2501,1728,282,28,144,0,15,304,2501,1311,724,250,0,144,0,0,193,1190,1004,32,28,0,0,15,111,,,
09,001,043200,2,"Block Group 2, Census Tract 432, Fairfield County, Connecticut",090010432002,528,452,76,643,134,119,133,147,86,21,3,840,840,496,23,0,104,0,78,139,840,640,400,23,0,104,0,0,113,200,96,0,0,0,0,78,26,,,
09,001,043300,1,"Block Group 1, Census Tract 433, Fairfield County, Connecticut",090010433001,934,907,27,1086,184,222,317,293,36,34,0,1559,1559,720,207,0,36,0,284,312,1559,888,601,173,0,36,0,0,78,671,119,34,0,0,0,284,234,,,
09,001,043300,2,"Block Group 2, Census Tract 433, Fairfield County, Connecticut",090010433002,819,805,14,993,0,203,297,365,93,35,0,1400,1400,811,237,0,21,0,0,331,1400,1001,654,219,0,21,0,0,107,399,157,18,0,0,0,0,224,,,
09,001,043400,1,"Block Group 1, Census Tract 434, Fairfield County, Connecticut",090010434001,421,421,0,519,60,82,144,154,71,8,0,652,652,541,14,0,0,0,97,0,652,385,371,14,0,0,0,0,0,267,170,0,0,0,0,97,0,,,
09,001,043400,2,"Block Group 2, Census Tract 434, Fairfield County, Connecticut",090010434002,1335,1220,115,1739,319,507,398,381,125,0,9,2308,2308,1214,377,44,335,0,68,270,2308,1719,953,377,44,335,0,0,10,589,261,0,0,0,0,68,260,,,
09,001,043400,3,"Block Group 3, Census Tract 434, Fairfield County, Connecticut",090010434003,1173,1154,19,1357,277,257,243,226,135,172,47,1730,1730,1386,61,0,83,0,135,65,1730,975,808,61,0,83,0,23,0,755,578,0,0,0,0,112,65,,,
09,001,043500,1,"Block Group 1, Census Tract 435, Fairfield County, Connecticut",090010435001,720,689,31,947,77,231,199,249,142,46,3,1259,1259,1004,125,13,58,0,13,46,1259,954,737,125,13,58,0,0,21,305,267,0,0,0,0,13,25,,,
09,001,043500,2,"Block Group 2, Census Tract 435, Fairfield County, Connecticut",090010435002,860,732,128,972,154,285,168,192,157,16,0,1300,1300,830,105,0,4,0,0,361,1300,885,739,105,0,4,0,0,37,415,91,0,0,0,0,0,324,,,
09,001,043600,1,"Block Group 1, Census Tract 436, Fairfield County, Connecticut",090010436001,639,576,63,911,11,310,243,250,81,16,0,1197,1197,833,68,0,14,0,159,123,1197,879,787,68,0,14,0,0,10,318,46,0,0,0,0,159,113,,,
09,001,043600,2,"Block Group 2, Census Tract 436, Fairfield County, Connecticut",090010436002,736,703,33,730,93,156,166,178,127,10,0,916,916,667,47,0,82,0,87,33,916,710,628,0,0,82,0,0,0,206,39,47,0,0,0,87,33,,,
09,001,043600,3,"Block Group 3, Census Tract 436, Fairfield County, Connecticut",090010436003,457,432,25,915,60,313,229,186,80,11,36,1191,1191,590,141,55,73,0,236,96,1191,1038,570,141,0,73,0,236,18,153,20,0,55,0,0,0,78,,,
09,001,043700,1,"Block Group 1, Census Tract 437, Fairfield County, Connecticut",090010437001,932,855,77,1080,58,191,168,257,276,29,101,1278,1278,704,88,6,305,0,149,26,1278,874,459,88,6,305,0,0,16,404,245,0,0,0,0,149,10,,,
09,001,043700,2,"Block Group 2, Census Tract 437, Fairfield County, Connecticut",090010437002,1307,1197,110,1326,85,183,301,357,282,86,32,1755,1755,721,529,0,90,0,169,246,1755,1177,468,513,0,90,0,0,106,578,253,16,0,0,0,169,140,,,
09,001,043800,1,"Block Group 1, Census Tract 438, Fairfield County, Connecticut",090010438001,385,301,84,503,14,74,216,177,22,0,0,667,667,490,0,0,104,0,73,0,667,646,490,0,0,104,0,52,0,21,0,0,0,0,0,21,0,,,
09,001,043800,2,"Block Group 2, Census Tract 438, Fairfield County, Connecticut",090010438002,989,989,0,1155,95,163,189,349,87,250,22,1328,1328,439,263,0,258,0,328,40,1328,862,341,263,0,258,0,0,0,466,98,0,0,0,0,328,40,,,
09,001,043800,3,"Block Group 3, Census Tract 438, Fairfield County, Connecticut",090010438003,368,327,41,403,66,70,150,46,27,0,44,563,563,389,26,0,107,0,13,28,563,503,367,26,0,107,0,1,2,60,22,0,0,0,0,12,26,,,
09,001,043800,4,"Block Group 4, Census Tract 438, Fairfield County, Connecticut",090010438004,706,652,54,677,51,268,5,279,55,0,19,1041,1041,437,98,10,244,0,25,227,1041,535,195,81,0,244,0,7,8,506,242,17,10,0,0,18,219,,,
09,001,043800,5,"Block Group 5, Census Tract 438, Fairfield County, Connecticut",090010438005,619,619,0,892,36,96,451,156,108,0,45,1476,1476,763,435,0,139,0,43,96,1476,1134,515,435,0,139,0,0,45,342,248,0,0,0,0,43,51,,,
09,001,043800,6,"Block Group 6, Census Tract 438, Fairfield County, Connecticut",090010438006,1119,986,133,1292,284,368,274,248,103,0,15,2086,2086,711,175,16,30,0,1084,70,2086,670,465,175,0,30,0,0,0,1416,246,0,16,0,0,1084,70,,,
09,001,043900,1,"Block Group 1, Census Tract 439, Fairfield County, Connecticut",090010439001,1301,1247,54,1508,140,400,457,365,133,13,0,2022,2022,1603,0,0,55,0,231,133,2022,1249,1096,0,0,55,0,0,98,773,507,0,0,0,0,231,35,,,
09,001,043900,2,"Block Group 2, Census Tract 439, Fairfield County, Connecticut",090010439002,879,854,25,1430,618,214,295,159,127,17,0,2181,2181,883,534,0,186,0,427,151,2181,960,285,534,0,141,0,0,0,1221,598,0,0,45,0,427,151,,,
09,001,043900,3,"Block Group 3, Census Tract 439, Fairfield County, Connecticut",090010439003,955,897,58,1202,0,100,67,559,366,89,21,1512,1512,1432,18,0,46,0,0,16,1512,1512,1432,18,0,46,0,0,16,0,0,0,0,0,0,0,0,,,
09,001,043900,4,"Block Group 4, Census Tract 439, Fairfield County, Connecticut",090010439004,374,356,18,488,0,61,156,227,44,0,0,707,707,553,0,0,154,0,0,0,707,707,553,0,0,154,0,0,0,0,0,0,0,0,0,0,0,,,
09,001,044000,1,"Block Group 1, Census Tract 440, Fairfield County, Connecticut",090010440001,707,685,22,771,136,197,251,67,82,18,20,1147,1147,761,158,0,42,0,0,186,1147,564,364,158,0,42,0,0,0,583,397,0,0,0,0,0,186,,,
09,001,044000,2,"Block Group 2, Census Tract 440, Fairfield County, Connecticut",090010440002,642,600,42,926,44,465,214,160,43,0,0,1198,1198,502,215,0,0,0,19,462,1198,387,172,215,0,0,0,0,0,811,330,0,0,0,0,19,462,,,
09,001,044000,3,"Block Group 3, Census Tract 440, Fairfield County, Connecticut",090010440003,585,543,42,670,171,161,185,81,37,0,35,1005,1005,484,145,0,0,0,198,178,1005,606,354,145,0,0,0,0,107,399,130,0,0,0,0,198,71,,,
09,001,044000,4,"Block Group 4, Census Tract 440, Fairfield County, Connecticut",090010440004,338,314,24,498,150,107,86,122,33,0,0,546,546,238,31,0,195,0,82,0,546,428,202,31,0,195,0,0,0,118,36,0,0,0,0,82,0,,,
09,001,044000,5,"Block Group 5, Census Tract 440, Fairfield County, Connecticut",090010440005,1318,1224,94,1270,328,351,274,224,93,0,0,2010,2010,1324,291,21,0,0,238,136,2010,993,585,291,21,0,0,0,96,1017,739,0,0,0,0,238,40,,,
09,001,044100,1,"Block Group 1, Census Tract 441, Fairfield County, Connecticut",090010441001,906,766,140,974,73,386,122,300,71,22,0,1484,1484,759,319,0,71,0,135,200,1484,808,348,302,0,71,0,0,87,676,411,17,0,0,0,135,113,,,
09,001,044100,2,"Block Group 2, Census Tract 441, Fairfield County, Connecticut",090010441002,1070,981,89,1162,60,135,104,503,218,91,51,1499,1499,988,90,0,52,0,72,297,1499,1121,859,90,0,52,0,37,83,378,129,0,0,0,0,35,214,,,
09,001,044200,1,"Block Group 1, Census Tract 442, Fairfield County, Connecticut",090010442001,251,207,44,483,55,102,188,76,26,36,0,584,584,557,9,0,0,0,18,0,584,398,389,9,0,0,0,0,0,186,168,0,0,0,0,18,0,,,
09,001,044200,2,"Block Group 2, Census Tract 442, Fairfield County, Connecticut",090010442002,694,599,95,753,128,393,56,157,19,0,0,1163,1163,775,79,0,0,0,253,56,1163,628,583,45,0,0,0,0,0,535,192,34,0,0,0,253,56,,,
09,001,044200,3,"Block Group 3, Census Tract 442, Fairfield County, Connecticut",090010442003,801,764,37,837,209,277,143,90,113,0,5,1048,1048,630,247,0,90,45,0,36,1048,664,329,198,0,82,45,0,10,384,301,49,0,8,0,0,26,,,
09,001,044200,4,"Block Group 4, Census Tract 442, Fairfield County, Connecticut",090010442004,743,621,122,1106,155,385,214,271,61,13,7,1411,1411,1064,22,0,9,0,303,13,1411,976,945,22,0,9,0,0,0,435,119,0,0,0,0,303,13,,,
09,001,044300,1,"Block Group 1, Census Tract 443, Fairfield County, Connecticut",090010443001,479,470,9,590,115,115,156,136,46,12,10,788,788,518,66,0,0,0,181,23,788,465,404,31,0,0,0,7,23,323,114,35,0,0,0,174,0,,,
09,001,044300,2,"Block Group 2, Census Tract 443, Fairfield County, Connecticut",090010443002,1014,982,32,1464,79,143,369,385,379,46,63,1719,1719,1665,0,0,21,0,11,22,1719,1425,1404,0,0,21,0,0,0,294,261,0,0,0,0,11,22,,,
09,001,044300,3,"Block Group 3, Census Tract 443, Fairfield County, Connecticut",090010443003,222,212,10,247,8,19,20,174,9,6,11,276,276,257,9,0,0,0,0,10,276,260,251,9,0,0,0,0,0,16,6,0,0,0,0,0,10,,,
09,001,044300,4,"Block Group 4, Census Tract 443, Fairfield County, Connecticut",090010443004,916,790,126,1161,100,297,295,292,123,38,16,1460,1460,967,302,0,11,0,13,167,1460,1165,761,302,0,11,0,0,91,295,206,0,0,0,0,13,76,,,
09,001,044400,1,"Block Group 1, Census Tract 444, Fairfield County, Connecticut",090010444001,1208,1162,46,1105,197,191,330,164,172,37,14,1664,1664,1175,78,0,19,0,61,331,1664,864,766,78,0,19,0,0,1,800,409,0,0,0,0,61,330,,,
09,001,044400,2,"Block Group 2, Census Tract 444, Fairfield County, Connecticut",090010444002,1169,991,178,1321,193,520,206,293,81,28,0,1985,1985,833,852,34,0,0,125,141,1985,1262,410,852,0,0,0,0,0,723,423,0,34,0,0,125,141,,,
09,001,044500,1,"Block Group 1, Census Tract 445, Fairfield County, Connecticut",090010445001,1087,1045,42,1145,205,399,352,174,0,5,10,2206,2206,682,1067,15,0,0,135,307,2206,1100,68,1032,0,0,0,0,0,1106,614,35,15,0,0,135,307,,,
09,001,044500,2,"Block Group 2, Census Tract 445, Fairfield County, Connecticut",090010445002,1164,1082,82,1276,334,402,224,264,52,0,0,2214,2214,1139,550,9,0,0,429,87,2214,882,452,398,0,0,0,0,32,1332,687,152,9,0,0,429,55,,,
09,001,044600,1,"Block Group 1, Census Tract 446, Fairfield County, Connecticut",090010446001,829,817,12,1258,15,105,83,517,449,72,17,1796,1796,1667,0,0,22,0,0,107,1796,1756,1639,0,0,22,0,0,95,40,28,0,0,0,0,0,12,,,
09,001,044600,2,"Block Group 2, Census Tract 446, Fairfield County, Connecticut",090010446002,1008,968,40,1306,0,166,190,563,252,108,27,1888,1888,1753,22,0,33,0,8,72,1888,1724,1617,22,0,33,0,0,52,164,136,0,0,0,0,8,20,,,
09,001,045101,1,"Block Group 1, Census Tract 451.01, Fairfield County, Connecticut",090010451011,786,684,102,1098,0,144,154,436,238,8,118,1757,1757,1612,0,0,121,0,0,24,1757,1757,1612,0,0,121,0,0,24,0,0,0,0,0,0,0,0,,,
09,001,045101,2,"Block Group 2, Census Tract 451.01, Fairfield County, Connecticut",090010451012,534,513,21,746,21,22,51,336,245,51,20,1275,1275,1074,38,0,26,0,0,137,1275,1160,965,38,0,20,0,0,137,115,109,0,0,6,0,0,0,,,
09,001,045101,3,"Block Group 3, Census Tract 451.01, Fairfield County, Connecticut",090010451013,600,583,17,614,0,24,66,264,219,25,16,1016,1016,823,0,0,116,0,0,77,1016,1007,823,0,0,116,0,0,68,9,0,0,0,0,0,0,9,,,
09,001,045102,1,"Block Group 1, Census Tract 451.02, Fairfield County, Connecticut",090010451021,933,919,14,991,42,194,127,285,186,93,64,1528,1528,1066,5,0,148,0,74,235,1528,1363,1026,5,0,148,0,65,119,165,40,0,0,0,0,9,116,,,
09,001,045102,2,"Block Group 2, Census Tract 451.02, Fairfield County, Connecticut",090010451022,644,644,0,710,0,75,88,324,199,8,16,1278,1278,1098,0,0,42,0,0,138,1278,1278,1098,0,0,42,0,0,138,0,0,0,0,0,0,0,0,,,
09,001,045102,3,"Block Group 3, Census Tract 451.02, Fairfield County, Connecticut",090010451023,836,836,0,1165,25,207,162,376,268,67,60,1496,1496,1291,21,0,140,0,32,12,1496,1403,1230,21,0,140,0,0,12,93,61,0,0,0,0,32,0,,,
09,001,045102,4,"Block Group 4, Census Tract 451.02, Fairfield County, Connecticut",090010451024,1189,1094,95,1177,40,193,190,376,218,121,39,1829,1829,1502,0,0,68,0,0,259,1829,1749,1422,0,0,68,0,0,259,80,80,0,0,0,0,0,0,,,
09,001,045200,1,"Block Group 1, Census Tract 452, Fairfield County, Connecticut",090010452001,539,495,44,939,47,147,83,354,207,67,34,1328,1328,1237,61,0,12,0,11,7,1328,1226,1165,42,0,12,0,0,7,102,72,19,0,0,0,11,0,,,
09,001,045200,2,"Block Group 2, Census Tract 452, Fairfield County, Connecticut",090010452002,802,794,8,1077,17,46,134,447,291,117,25,1464,1464,1258,0,0,186,0,0,20,1464,1396,1190,0,0,186,0,0,20,68,68,0,0,0,0,0,0,,,
09,001,045300,1,"Block Group 1, Census Tract 453, Fairfield County, Connecticut",090010453001,536,528,8,715,20,23,99,384,124,37,28,1100,1100,930,7,0,154,0,0,9,1100,1082,917,7,0,154,0,0,4,18,13,0,0,0,0,0,5,,,
09,001,045300,2,"Block Group 2, Census Tract 453, Fairfield County, Connecticut",090010453002,715,684,31,975,12,71,108,395,280,87,22,1392,1392,1096,16,0,110,0,0,170,1392,1304,1074,16,0,110,0,0,104,88,22,0,0,0,0,0,66,,,
09,001,045400,1,"Block Group 1, Census Tract 454, Fairfield County, Connecticut",090010454001,648,599,49,832,0,55,85,370,278,31,13,1297,1297,1109,0,0,137,0,0,51,1297,1270,1100,0,0,137,0,0,33,27,9,0,0,0,0,0,18,,,
09,001,045400,2,"Block Group 2, Census Tract 454, Fairfield County, Connecticut",090010454002,1006,919,87,1025,0,105,123,385,360,39,13,1726,1726,1324,46,0,239,0,15,102,1726,1711,1324,46,0,239,0,0,102,15,0,0,0,0,0,15,0,,,
09,001,050100,1,"Block Group 1, Census Tract 501, Fairfield County, Connecticut",090010501001,708,708,0,926,11,0,29,396,306,142,42,1507,1507,1271,0,0,77,0,12,147,1507,1360,1225,0,0,77,0,12,46,147,46,0,0,0,0,0,101,,,
09,001,050100,2,"Block Group 2, Census Tract 501, Fairfield County, Connecticut",090010501002,736,727,9,1030,0,79,77,446,321,55,52,1527,1527,1482,0,11,20,0,14,0,1527,1494,1449,0,11,20,0,14,0,33,33,0,0,0,0,0,0,,,
09,001,050100,3,"Block Group 3, Census Tract 501, Fairfield County, Connecticut",090010501003,828,781,47,948,11,55,77,244,199,338,24,1499,1499,1342,11,0,68,0,0,78,1499,1470,1331,0,0,68,0,0,71,29,11,11,0,0,0,0,7,,,
09,001,050200,1,"Block Group 1, Census Tract 502, Fairfield County, Connecticut",090010502001,671,646,25,1052,18,50,56,331,457,88,52,1687,1687,1529,23,0,67,0,7,61,1687,1543,1410,23,0,67,0,0,43,144,119,0,0,0,0,7,18,,,
09,001,050200,2,"Block Group 2, Census Tract 502, Fairfield County, Connecticut",090010502002,477,464,13,555,8,20,27,236,133,104,27,770,770,646,0,0,56,0,0,68,770,721,638,0,0,56,0,0,27,49,8,0,0,0,0,0,41,,,
09,001,050200,3,"Block Group 3, Census Tract 502, Fairfield County, Connecticut",090010502003,740,695,45,859,39,58,56,405,224,45,32,1165,1165,972,15,39,87,0,0,52,1165,1118,943,15,39,87,0,0,34,47,29,0,0,0,0,0,18,,,
09,001,050301,1,"Block Group 1, Census Tract 503.01, Fairfield County, Connecticut",090010503011,957,888,69,1613,50,155,141,697,418,152,0,2783,2783,2438,1,0,293,0,0,51,2783,2753,2408,1,0,293,0,0,51,30,30,0,0,0,0,0,0,,,
09,001,050301,2,"Block Group 2, Census Tract 503.01, Fairfield County, Connecticut",090010503012,765,765,0,1032,43,58,208,399,162,128,34,1522,1522,1284,0,0,105,0,87,46,1522,1328,1223,0,0,105,0,0,0,194,61,0,0,0,0,87,46,,,
09,001,050302,1,"Block Group 1, Census Tract 503.02, Fairfield County, Connecticut",090010503021,703,592,111,945,42,61,11,508,220,103,0,1431,1431,1240,0,0,58,0,95,38,1431,1388,1197,0,0,58,0,95,38,43,43,0,0,0,0,0,0,,,
09,001,050302,2,"Block Group 2, Census Tract 503.02, Fairfield County, Connecticut",090010503022,1002,935,67,1484,30,251,161,520,265,202,55,1954,1954,1699,4,0,169,0,24,58,1954,1874,1682,4,0,169,0,0,19,80,17,0,0,0,0,24,39,,,
09,001,050302,3,"Block Group 3, Census Tract 503.02, Fairfield County, Connecticut",090010503023,451,442,9,599,0,14,51,196,157,53,128,917,917,910,0,0,7,0,0,0,917,917,910,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,
09,001,050400,1,"Block Group 1, Census Tract 504, Fairfield County, Connecticut",090010504001,742,682,60,961,24,95,159,355,273,29,26,1349,1349,1114,34,0,167,0,15,19,1349,1280,1060,34,0,167,0,0,19,69,54,0,0,0,0,15,0,,,
09,001,050400,2,"Block Group 2, Census Tract 504, Fairfield County, Connecticut",090010504002,461,432,29,747,63,42,123,212,172,71,64,955,955,781,18,0,17,22,78,39,955,851,769,18,0,17,22,0,25,104,12,0,0,0,0,78,14,,,
09,001,050500,1,"Block Group 1, Census Tract 505, Fairfield County, Connecticut",090010505001,630,591,39,866,9,118,58,266,295,103,17,1301,1301,954,23,0,186,0,0,138,1301,1257,910,23,0,186,0,0,138,44,44,0,0,0,0,0,0,,,
09,001,050500,2,"Block Group 2, Census Tract 505, Fairfield County, Connecticut",090010505002,513,481,32,835,5,126,116,295,170,114,9,1354,1354,1104,85,0,18,0,73,74,1354,1320,1104,85,0,18,0,39,74,34,0,0,0,0,0,34,0,,,
09,001,050500,3,"Block Group 3, Census Tract 505, Fairfield County, Connecticut",090010505003,594,547,47,666,6,98,106,208,177,51,20,985,985,913,0,0,0,0,0,72,985,913,913,0,0,0,0,0,0,72,0,0,0,0,0,0,72,,,
09,001,050500,4,"Block Group 4, Census Tract 505, Fairfield County, Connecticut",090010505004,534,504,30,772,28,24,82,333,226,79,0,1370,1370,1227,23,0,77,0,0,43,1370,1331,1203,23,0,77,0,0,28,39,24,0,0,0,0,0,15,,,
09,001,050600,1,"Block Group 1, Census Tract 506, Fairfield County, Connecticut",090010506001,344,344,0,513,0,87,15,213,130,43,25,771,771,690,0,0,60,0,2,19,771,759,678,0,0,60,0,2,19,12,12,0,0,0,0,0,0,,,
09,001,050600,2,"Block Group 2, Census Tract 506, Fairfield County, Connecticut",090010506002,465,457,8,631,17,16,145,217,116,120,0,1144,1144,782,0,0,0,0,12,350,1144,663,663,0,0,0,0,0,0,481,119,0,0,0,0,12,350,,,
09,001,050600,3,"Block Group 3, Census Tract 506, Fairfield County, Connecticut",090010506003,582,566,16,901,47,72,97,270,306,92,17,1177,1177,1004,26,40,26,0,0,81,1177,1053,983,26,0,26,0,0,18,124,21,0,40,0,0,0,63,,,
09,001,055100,1,"Block Group 1, Census Tract 551, Fairfield County, Connecticut",090010551001,910,902,8,999,27,64,125,356,290,123,14,1497,1497,1201,76,27,68,0,12,113,1497,1387,1184,52,27,68,0,0,56,110,17,24,0,0,0,12,57,,,
