"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Population Under 18 Years of Age for Whom Poverty Status Is Determined:","Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Civilian Population in Labor Force 16 Years and Over:","Civilian Population in Labor Force 16 Years and Over: Employed","Civilian Population in Labor Force 16 Years and Over: Unemployed","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"090010706001","Block Group 1, Census Tract 706, Fairfield County, Connecticut","ACSSF","ct","150","00","0001780",,,,,"09","001",,,"070600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010706001","Block Group 1",,,,,,,,472,115,357,256,173,132,67,0,232,200,32,492,388,161,227,0,0,0,0,0,104,22,11,0,0,0,51,20
"090010706002","Block Group 2, Census Tract 706, Fairfield County, Connecticut","ACSSF","ct","150","00","0001781",,,,,"09","001",,,"070600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010706002","Block Group 2",,,,28750,,,,1486,406,1080,931,456,105,47,27,950,888,62,2107,1076,369,546,0,118,0,36,7,1031,600,99,0,0,0,192,140
"090010709001","Block Group 1, Census Tract 709, Fairfield County, Connecticut","ACSSF","ct","150","00","0001782",,,,,"09","001",,,"070900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010709001","Block Group 1",,,,,,,,920,385,535,308,114,31,5,5,574,487,87,1372,411,32,291,0,34,0,9,45,961,303,59,0,0,0,360,239
"090010709002","Block Group 2, Census Tract 709, Fairfield County, Connecticut","ACSSF","ct","150","00","0001783",,,,,"09","001",,,"070900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010709002","Block Group 2",,,,33295,,,,953,382,571,224,70,13,0,0,577,538,39,1536,746,56,616,0,74,0,0,0,790,205,29,0,0,0,508,48
"090010710001","Block Group 1, Census Tract 710, Fairfield County, Connecticut","ACSSF","ct","150","00","0001784",,,,,"09","001",,,"071000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010710001","Block Group 1",,,,62045,,,,603,216,387,168,39,0,0,0,469,469,0,930,454,118,336,0,0,0,0,0,476,257,0,0,0,0,129,90
"090010710002","Block Group 2, Census Tract 710, Fairfield County, Connecticut","ACSSF","ct","150","00","0001785",,,,,"09","001",,,"071000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010710002","Block Group 2",,,,49302,,,,1398,476,922,501,126,0,0,0,1730,1546,184,2710,1602,79,1128,0,161,0,0,234,1108,373,38,46,0,0,651,0
"090010711001","Block Group 1, Census Tract 711, Fairfield County, Connecticut","ACSSF","ct","150","00","0001786",,,,,"09","001",,,"071100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010711001","Block Group 1",,,,40278,,,,353,83,270,129,32,17,0,0,247,225,22,515,214,45,118,0,19,0,0,32,301,157,1,0,0,0,78,65
"090010711002","Block Group 2, Census Tract 711, Fairfield County, Connecticut","ACSSF","ct","150","00","0001787",,,,,"09","001",,,"071100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010711002","Block Group 2",,,,46094,,,,1011,407,604,291,87,16,0,0,1116,886,230,2024,1034,220,801,0,0,0,0,13,990,277,133,48,0,0,416,116
"090010711003","Block Group 3, Census Tract 711, Fairfield County, Connecticut","ACSSF","ct","150","00","0001788",,,,,"09","001",,,"071100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010711003","Block Group 3",,,,51766,,,,1318,510,808,411,179,57,12,0,1037,937,100,1950,1010,31,781,0,183,0,15,0,940,243,12,47,0,0,582,56
"090010712001","Block Group 1, Census Tract 712, Fairfield County, Connecticut","ACSSF","ct","150","00","0001789",,,,,"09","001",,,"071200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010712001","Block Group 1",,,,42405,,,,1222,36,1186,640,171,93,37,0,1132,1003,129,1891,1095,98,728,0,269,0,0,0,796,126,160,0,0,0,500,10
"090010712002","Block Group 2, Census Tract 712, Fairfield County, Connecticut","ACSSF","ct","150","00","0001790",,,,,"09","001",,,"071200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010712002","Block Group 2",,,,53443,,,,1033,262,771,502,81,39,0,0,878,631,247,1616,930,247,644,0,0,0,25,14,686,356,18,0,0,0,86,226
"090010712003","Block Group 3, Census Tract 712, Fairfield County, Connecticut","ACSSF","ct","150","00","0001791",,,,,"09","001",,,"071200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010712003","Block Group 3",,,,27996,,,,560,285,275,197,35,15,8,8,249,230,19,825,358,24,334,0,0,0,0,0,467,366,61,0,0,0,40,0
"090010712004","Block Group 4, Census Tract 712, Fairfield County, Connecticut","ACSSF","ct","150","00","0001792",,,,,"09","001",,,"071200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010712004","Block Group 4",,,,33945,,,,662,191,471,195,25,0,0,0,476,422,54,1352,884,25,282,0,536,0,0,41,468,257,0,0,0,0,172,39
"090010713001","Block Group 1, Census Tract 713, Fairfield County, Connecticut","ACSSF","ct","150","00","0001793",,,,,"09","001",,,"071300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010713001","Block Group 1",,,,32261,,,,995,440,555,189,96,36,17,4,923,803,120,1449,1016,332,681,0,0,0,0,3,433,298,0,12,0,0,121,2
"090010713002","Block Group 2, Census Tract 713, Fairfield County, Connecticut","ACSSF","ct","150","00","0001794",,,,,"09","001",,,"071300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010713002","Block Group 2",,,,36140,,,,1198,373,825,346,132,66,32,32,790,727,63,1642,909,73,727,0,0,0,0,109,733,153,68,0,0,0,417,95
"090010714001","Block Group 1, Census Tract 714, Fairfield County, Connecticut","ACSSF","ct","150","00","0001795",,,,,"09","001",,,"071400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010714001","Block Group 1",,,,34762,,,,413,143,270,202,132,37,12,0,411,375,36,779,250,142,89,0,0,0,0,19,529,338,0,0,0,0,191,0
"090010714002","Block Group 2, Census Tract 714, Fairfield County, Connecticut","ACSSF","ct","150","00","0001796",,,,,"09","001",,,"071400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010714002","Block Group 2",,,,61019,,,,839,428,411,177,114,45,14,0,683,632,51,1441,402,277,78,0,0,0,47,0,1039,183,0,0,0,0,525,331
"090010714003","Block Group 3, Census Tract 714, Fairfield County, Connecticut","ACSSF","ct","150","00","0001797",,,,,"09","001",,,"071400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010714003","Block Group 3",,,,46844,,,,987,292,695,404,27,1,0,0,981,907,74,1566,695,62,523,38,11,0,61,0,871,198,111,0,0,0,381,181
"090010716001","Block Group 1, Census Tract 716, Fairfield County, Connecticut","ACSSF","ct","150","00","0001798",,,,,"09","001",,,"071600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010716001","Block Group 1",,,,20476,,,,925,516,409,170,26,26,0,0,913,758,155,1760,536,51,485,0,0,0,0,0,1224,737,109,0,0,0,347,31
"090010716002","Block Group 2, Census Tract 716, Fairfield County, Connecticut","ACSSF","ct","150","00","0001799",,,,,"09","001",,,"071600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010716002","Block Group 2",,,,,,,,425,214,211,97,26,26,0,0,333,333,0,746,249,32,181,0,0,0,0,36,497,110,44,0,0,0,220,123
"090010719001","Block Group 1, Census Tract 719, Fairfield County, Connecticut","ACSSF","ct","150","00","0001800",,,,,"09","001",,,"071900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010719001","Block Group 1",,,,51399,,,,1363,252,1111,535,223,55,8,8,1340,1289,51,2288,957,248,520,0,0,0,137,52,1331,412,255,0,0,0,559,105
"090010719002","Block Group 2, Census Tract 719, Fairfield County, Connecticut","ACSSF","ct","150","00","0001801",,,,,"09","001",,,"071900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010719002","Block Group 2",,,,33796,,,,2279,495,1784,927,282,120,54,54,1341,1147,194,3019,2039,672,1199,0,46,0,0,122,980,367,37,0,0,0,314,262
"090010720001","Block Group 1, Census Tract 720, Fairfield County, Connecticut","ACSSF","ct","150","00","0001802",,,,,"09","001",,,"072000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010720001","Block Group 1",,,,53611,,,,1848,408,1440,735,234,119,53,43,1577,1344,233,2685,1586,305,922,0,313,0,0,46,1099,327,8,0,59,0,676,29
"090010720002","Block Group 2, Census Tract 720, Fairfield County, Connecticut","ACSSF","ct","150","00","0001803",,,,,"09","001",,,"072000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010720002","Block Group 2",,,,50724,,,,587,189,398,189,123,79,16,16,418,373,45,904,502,153,247,0,76,0,0,26,402,177,22,0,0,0,129,74
"090010721001","Block Group 1, Census Tract 721, Fairfield County, Connecticut","ACSSF","ct","150","00","0001804",,,,,"09","001",,,"072100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010721001","Block Group 1",,,,72431,,,,1649,61,1588,967,597,175,13,0,1313,1229,84,2249,1513,1087,373,0,53,0,0,0,736,485,0,0,0,0,156,95
"090010721002","Block Group 2, Census Tract 721, Fairfield County, Connecticut","ACSSF","ct","150","00","0001805",,,,,"09","001",,,"072100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010721002","Block Group 2",,,,,,,,699,102,597,316,111,29,0,0,520,495,25,1065,1009,103,736,0,153,0,0,17,56,31,0,25,0,0,0,0
"090010721003","Block Group 3, Census Tract 721, Fairfield County, Connecticut","ACSSF","ct","150","00","0001806",,,,,"09","001",,,"072100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010721003","Block Group 3",,,,47273,,,,2048,78,1970,1261,480,270,74,17,1644,1470,174,2816,1912,549,745,0,480,0,0,138,904,642,42,0,0,107,76,37
"090010722001","Block Group 1, Census Tract 722, Fairfield County, Connecticut","ACSSF","ct","150","00","0001807",,,,,"09","001",,,"072200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010722001","Block Group 1",,,,53042,,,,1428,185,1243,876,561,416,284,130,918,816,102,1915,1591,1006,260,0,0,0,311,14,324,169,0,0,0,0,15,140
"090010722002","Block Group 2, Census Tract 722, Fairfield County, Connecticut","ACSSF","ct","150","00","0001808",,,,,"09","001",,,"072200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010722002","Block Group 2",,,,36339,,,,726,253,473,234,91,34,0,0,658,643,15,1156,1001,325,538,0,8,0,67,63,155,37,0,0,0,0,73,45
"090010722003","Block Group 3, Census Tract 722, Fairfield County, Connecticut","ACSSF","ct","150","00","0001809",,,,,"09","001",,,"072200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010722003","Block Group 3",,,,53191,,,,468,6,462,206,99,11,11,0,426,405,21,817,612,289,45,0,204,0,0,74,205,116,46,0,0,0,34,9
"090010723001","Block Group 1, Census Tract 723, Fairfield County, Connecticut","ACSSF","ct","150","00","0001810",,,,,"09","001",,,"072300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010723001","Block Group 1",,,,57875,,,,690,88,602,350,147,49,0,0,477,466,11,985,647,470,173,0,0,0,0,4,338,110,0,0,0,0,228,0
"090010723002","Block Group 2, Census Tract 723, Fairfield County, Connecticut","ACSSF","ct","150","00","0001811",,,,,"09","001",,,"072300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010723002","Block Group 2",,,,82031,,,,1482,284,1198,694,294,113,9,6,1210,1095,115,2108,1398,346,865,0,140,0,0,47,710,162,53,0,0,0,478,17
"090010723003","Block Group 3, Census Tract 723, Fairfield County, Connecticut","ACSSF","ct","150","00","0001812",,,,,"09","001",,,"072300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010723003","Block Group 3",,,,56360,,,,1252,160,1092,738,282,107,24,11,957,826,131,1914,1115,766,314,0,0,0,0,35,799,294,53,0,0,0,244,208
"090010724001","Block Group 1, Census Tract 724, Fairfield County, Connecticut","ACSSF","ct","150","00","0001813",,,,,"09","001",,,"072400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010724001","Block Group 1",,,,65673,,,,1179,296,883,375,167,87,19,9,837,778,59,1787,741,191,324,30,24,0,172,0,1046,189,69,0,0,0,723,65
"090010724002","Block Group 2, Census Tract 724, Fairfield County, Connecticut","ACSSF","ct","150","00","0001814",,,,,"09","001",,,"072400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010724002","Block Group 2",,,,49457,,,,868,272,596,379,171,40,0,0,681,608,73,1209,797,288,398,0,102,0,0,9,412,285,45,0,0,0,31,51
"090010725001","Block Group 1, Census Tract 725, Fairfield County, Connecticut","ACSSF","ct","150","00","0001815",,,,,"09","001",,,"072500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010725001","Block Group 1",,,,65577,,,,1217,131,1086,826,631,90,39,13,929,852,77,1867,1578,870,660,0,48,0,0,0,289,46,40,0,0,0,203,0
"090010725002","Block Group 2, Census Tract 725, Fairfield County, Connecticut","ACSSF","ct","150","00","0001816",,,,,"09","001",,,"072500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010725002","Block Group 2",,,,,,,,1059,278,781,545,64,0,0,0,792,700,92,1609,1345,514,29,0,784,0,18,0,264,249,0,0,0,0,15,0
"090010725003","Block Group 3, Census Tract 725, Fairfield County, Connecticut","ACSSF","ct","150","00","0001817",,,,,"09","001",,,"072500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010725003","Block Group 3",,,,58409,,,,436,0,436,301,178,15,0,0,244,244,0,741,550,273,48,0,0,0,0,229,191,119,33,0,0,0,0,39
"090010725004","Block Group 4, Census Tract 725, Fairfield County, Connecticut","ACSSF","ct","150","00","0001818",,,,,"09","001",,,"072500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010725004","Block Group 4",,,,93417,,,,1050,87,963,488,285,86,27,16,998,913,85,1602,941,441,338,0,0,0,140,22,661,398,263,0,0,0,0,0
"090010726001","Block Group 1, Census Tract 726, Fairfield County, Connecticut","ACSSF","ct","150","00","0001819",,,,,"09","001",,,"072600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010726001","Block Group 1",,,,59792,,,,504,136,368,180,59,16,0,0,407,407,0,691,545,215,116,0,177,0,0,37,146,47,0,0,0,0,99,0
"090010726002","Block Group 2, Census Tract 726, Fairfield County, Connecticut","ACSSF","ct","150","00","0001820",,,,,"09","001",,,"072600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010726002","Block Group 2",,,,57056,,,,829,151,678,440,143,62,0,0,611,539,72,1238,1024,500,181,0,273,0,0,70,214,28,0,0,0,0,39,147
"090010726003","Block Group 3, Census Tract 726, Fairfield County, Connecticut","ACSSF","ct","150","00","0001821",,,,,"09","001",,,"072600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010726003","Block Group 3",,,,69698,,,,1962,136,1826,1169,844,117,25,15,1805,1706,99,2745,1911,985,868,0,58,0,0,0,834,506,181,87,15,0,20,25
"090010726004","Block Group 4, Census Tract 726, Fairfield County, Connecticut","ACSSF","ct","150","00","0001822",,,,,"09","001",,,"072600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010726004","Block Group 4",,,,63516,,,,584,57,527,352,269,92,42,0,775,654,121,1682,1605,1181,145,0,172,0,85,22,77,77,0,0,0,0,0,0
"090010726005","Block Group 5, Census Tract 726, Fairfield County, Connecticut","ACSSF","ct","150","00","0001823",,,,,"09","001",,,"072600","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010726005","Block Group 5",,,,42339,,,,953,176,777,577,282,153,17,15,699,564,135,1320,1122,865,229,0,7,0,0,21,198,47,58,0,0,0,92,1
"090010727001","Block Group 1, Census Tract 727, Fairfield County, Connecticut","ACSSF","ct","150","00","0001824",,,,,"09","001",,,"072700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010727001","Block Group 1",,,,72386,,,,1030,0,1030,562,350,263,155,155,802,721,81,1318,1071,351,665,0,0,0,31,24,247,37,0,0,0,0,59,151
"090010727002","Block Group 2, Census Tract 727, Fairfield County, Connecticut","ACSSF","ct","150","00","0001825",,,,,"09","001",,,"072700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010727002","Block Group 2",,,,65125,,,,1005,101,904,505,287,205,12,0,851,821,30,1589,960,263,494,0,187,0,0,16,629,306,0,0,0,0,261,62
"090010727003","Block Group 3, Census Tract 727, Fairfield County, Connecticut","ACSSF","ct","150","00","0001826",,,,,"09","001",,,"072700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010727003","Block Group 3",,,,70278,,,,773,133,640,582,395,143,0,0,546,465,81,1013,799,396,344,0,0,0,58,1,214,75,30,0,0,0,109,0
"090010728001","Block Group 1, Census Tract 728, Fairfield County, Connecticut","ACSSF","ct","150","00","0001827",,,,,"09","001",,,"072800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010728001","Block Group 1",,,,99107,,,,705,143,562,321,182,55,17,0,554,493,61,915,620,116,428,0,0,0,0,76,295,252,0,0,0,0,10,33
"090010728002","Block Group 2, Census Tract 728, Fairfield County, Connecticut","ACSSF","ct","150","00","0001828",,,,,"09","001",,,"072800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010728002","Block Group 2",,,,77788,,,,1055,73,982,489,211,113,74,74,840,790,50,1433,1286,123,1163,0,0,0,0,0,147,84,0,0,0,0,22,41
"090010728003","Block Group 3, Census Tract 728, Fairfield County, Connecticut","ACSSF","ct","150","00","0001829",,,,,"09","001",,,"072800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010728003","Block Group 3",,,,44000,,,,1719,448,1271,593,175,44,0,0,1330,1109,221,2946,1159,31,971,10,0,0,117,30,1787,703,9,45,0,0,992,38
"090010728004","Block Group 4, Census Tract 728, Fairfield County, Connecticut","ACSSF","ct","150","00","0001830",,,,,"09","001",,,"072800","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010728004","Block Group 4",,,,74060,,,,486,189,297,96,50,0,0,0,321,317,4,601,373,35,294,0,0,0,0,44,228,0,0,0,0,0,9,219
"090010729001","Block Group 1, Census Tract 729, Fairfield County, Connecticut","ACSSF","ct","150","00","0001831",,,,,"09","001",,,"072900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010729001","Block Group 1",,,,66399,,,,935,73,862,542,215,76,19,6,766,748,18,1378,962,173,741,0,7,0,0,41,416,80,0,0,0,0,144,192
"090010729002","Block Group 2, Census Tract 729, Fairfield County, Connecticut","ACSSF","ct","150","00","0001832",,,,,"09","001",,,"072900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010729002","Block Group 2",,,,66493,,,,1173,169,1004,485,205,114,0,0,1163,1004,159,1863,1372,260,1036,12,0,0,64,0,491,406,0,0,0,0,68,17
"090010729003","Block Group 3, Census Tract 729, Fairfield County, Connecticut","ACSSF","ct","150","00","0001833",,,,,"09","001",,,"072900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010729003","Block Group 3",,,,58490,,,,965,122,843,346,93,10,0,0,955,819,136,1528,1164,63,869,0,232,0,0,0,364,60,0,0,0,0,304,0
"090010730001","Block Group 1, Census Tract 730, Fairfield County, Connecticut","ACSSF","ct","150","00","0001834",,,,,"09","001",,,"073000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010730001","Block Group 1",,,,107188,,,,1465,223,1242,784,300,103,21,11,999,935,64,1987,1047,407,599,12,0,0,10,19,940,333,17,30,0,0,454,106
"090010731001","Block Group 1, Census Tract 731, Fairfield County, Connecticut","ACSSF","ct","150","00","0001835",,,,,"09","001",,,"073100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010731001","Block Group 1",,,,80417,,,,1440,28,1412,850,465,197,16,0,1234,1185,49,2079,1240,519,549,0,114,0,0,58,839,449,23,0,0,0,137,230
"090010731002","Block Group 2, Census Tract 731, Fairfield County, Connecticut","ACSSF","ct","150","00","0001836",,,,,"09","001",,,"073100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010731002","Block Group 2",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"090010731003","Block Group 3, Census Tract 731, Fairfield County, Connecticut","ACSSF","ct","150","00","0001837",,,,,"09","001",,,"073100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010731003","Block Group 3",,,,36128,,,,1760,149,1611,962,481,126,20,0,1308,1135,173,2259,881,279,485,0,0,59,0,58,1378,268,22,0,0,0,487,601
"090010731004","Block Group 4, Census Tract 731, Fairfield County, Connecticut","ACSSF","ct","150","00","0001838",,,,,"09","001",,,"073100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010731004","Block Group 4",,,,46287,,,,189,51,138,120,71,30,30,30,114,104,10,261,205,0,79,0,126,0,0,0,56,0,0,0,0,0,56,0
"090010732001","Block Group 1, Census Tract 732, Fairfield County, Connecticut","ACSSF","ct","150","00","0001839",,,,,"09","001",,,"073200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010732001","Block Group 1",,,,50496,,,,1363,306,1057,620,182,49,0,0,938,823,115,1959,955,461,371,0,112,0,0,11,1004,619,10,0,0,0,337,38
"090010732002","Block Group 2, Census Tract 732, Fairfield County, Connecticut","ACSSF","ct","150","00","0001840",,,,,"09","001",,,"073200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010732002","Block Group 2",,,,25585,,,,1684,680,1004,653,274,119,66,0,776,767,9,2202,1013,211,668,0,0,0,39,95,1189,885,0,0,0,0,189,115
"090010733001","Block Group 1, Census Tract 733, Fairfield County, Connecticut","ACSSF","ct","150","00","0001841",,,,,"09","001",,,"073300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010733001","Block Group 1",,,,34679,,,,1252,391,861,565,130,56,23,23,910,824,86,1841,874,49,822,0,0,0,0,3,967,192,210,0,0,0,532,33
"090010733002","Block Group 2, Census Tract 733, Fairfield County, Connecticut","ACSSF","ct","150","00","0001842",,,,,"09","001",,,"073300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010733002","Block Group 2",,,,52121,,,,661,39,622,498,251,25,0,0,494,460,34,912,568,170,378,0,20,0,0,0,344,143,0,0,0,0,172,29
"090010733003","Block Group 3, Census Tract 733, Fairfield County, Connecticut","ACSSF","ct","150","00","0001843",,,,,"09","001",,,"073300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010733003","Block Group 3",,,,54444,,,,592,117,475,281,131,25,22,10,468,445,23,848,467,205,224,0,36,0,0,2,381,124,0,0,0,0,186,71
"090010734001","Block Group 1, Census Tract 734, Fairfield County, Connecticut","ACSSF","ct","150","00","0001844",,,,,"09","001",,,"073400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010734001","Block Group 1",,,,56233,,,,1161,169,992,443,111,49,0,0,1121,1062,59,2174,1314,93,1208,0,13,0,0,0,860,112,132,22,0,0,543,51
"090010734002","Block Group 2, Census Tract 734, Fairfield County, Connecticut","ACSSF","ct","150","00","0001845",,,,,"09","001",,,"073400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010734002","Block Group 2",,,,73070,,,,699,234,465,258,123,8,8,0,726,619,107,1005,297,79,218,0,0,0,0,0,708,559,0,0,0,0,133,16
"090010734003","Block Group 3, Census Tract 734, Fairfield County, Connecticut","ACSSF","ct","150","00","0001846",,,,,"09","001",,,"073400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010734003","Block Group 3",,,,39559,,,,520,109,411,176,39,19,0,0,426,359,67,666,414,23,311,0,1,0,26,53,252,39,0,0,0,0,202,11
"090010735001","Block Group 1, Census Tract 735, Fairfield County, Connecticut","ACSSF","ct","150","00","0001847",,,,,"09","001",,,"073500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010735001","Block Group 1",,,,68931,,,,935,388,547,161,62,28,0,0,876,830,46,1736,430,41,371,0,0,0,0,18,1306,392,0,0,0,0,799,115
